('F1B008027','Analisa Efektifitas Internet Protokol Versi 6 (IPv6) dibandingkan dengan Internet Protokol Versi 4 (Ipv4)'),
('F1B008014','Penentuan Bidang Keahlian Mahasiswa Berbasis Bayesian Network di Jurusan Teknik Elektro Fakultas Teknik Unram'),
('F1B008023','Penyiram Tanaman pada Miniatur Greenhouse Menggunakan Metode Logika Fuzzy Berbasis Mikrokontroler AVR Atmega 8535'),
('F1B007044','Kendali Motor DC pada Pengendalian Quadrotor Menggunakan Mikrokontroller ATMega 8535'),
('F1B008011','Monitoring dan Filtering Situs Pornografi dengan Proxy Server Squid Berbasis Jade dan Naive Bayes Clarsifier (NBC) pada Hotspot Fakultas Teknik Universitas Mataram'),
('F1B009045','Perencanaan Energi Daerah dengan Mempertimbangkan Aksi Mitigasi untuk Penurunan Emisi Gas Rumah Kaca Sektor Energi di Provinsi Nusa Tenggara Barat (NTB) 2011-2025'),
('F1B007020','Rancang Bangun Sistem Pengunci Pintu Otomatis Menggunakan Penedeteksian Getaran Ketuk Berbasis Mikrokontroller ATMega 328P '),
('F1B008042','Studi Paralel Computing dengan Kasus Perhitungan Matriks Besar'),
('F1B009049','Analisis "Shading Effect" Terhadap Unjuk Kerja Panel Fotovoltaik'),
('F1B008051','Analisa Unjuk Kerja WiMax pada Channel Model Rayleigh dengan Pengkodean Reed Solomon Code dan Convolutional Code'),
('F1B007029','Rancang Bangun Web Based Decision Support System (DSS) Menggunakan Pemodelan Basis Pengetahuan dengan Tree untuk Membantu Mengatasi Kerusakan Komputer pada Dinas Kesehatan Kota Mataram'),
('F1B008073','Implementasi Autonomous Agen JAVA sebagai Network Monitoring Tools pada Jaringan Fakultas Teknik Universitas Mataram'),
('F1B009077','Analisis Grid-Connected Sistem Fotovoltaik yang dikombinasi dengan Genset'),
('F1B008028','Prototype Pengontrolan Mesin Bor Sumur Berbasis Mikrokontroller AVR ATMega 8535'),
('F1B009009','Optimasi Penempatan dan Penentuan Kapasitas Kapasitor pada Saluran Distribusi Primer Menggunakan Artificial Bee Colony (ABC)'),
('F1B009027','Penentuan Lokasi Distributed Generator (DG) Dengan Faktor Sensitivitas Rugi-rugi dan Kapasita Optimalnya Menggunakan Artificial Bee Colony (ABC)'),
('F1B008031','Perbaikan Stabilitas Dinamik Menggunakan Power System Stabilizer (PSS) Berbasis Adaptif Neuri-Fuzzy Inference System (ANFIS) pada Sistem Multi Mesin'),
('F1B008031','Perbaikan Stabilitas Dinamik Menggunakan Power System Stabilizer (PSS) Berbasis Adaptif Neuri-Fuzzy Inference System (ANFIS) pada Sistem Multi Mesin'),
('F1B008080','Monitoring dan Proteksi Motor Induksi Tiga Phasa Berbasis Mikrokontroler ATMega 8535'),
('F1B008031','Perbaikan Stabilitas Dinamik Menggunakan Power System Stabilizer (PSS) Berbasis Adaptif Neuri-Fuzzy Inference System (ANFIS) pada Sistem Multi Mesin'),
('F1B008008','Pengklasteran Warna Kulit Berbasis Piksel Menggunakan Jaringan Syaraf Tiruan'),
('F1B008025','Rancang Bangun Prototipe Motor Piston Menggunakan Solenoid'),
('F1B009037','Aplication of Bayesian Networking on ITS (Intelligent Tutorial System) to Determine Student Ability Models for Learning Process, In Case of Introducing Java Programming'),
('F1B008035','Rancang Bangun Alat Pembuat Kopi Susu Otomatis Berbasis Mikrokontroller AVR ATMega 8535'),
('F1B007026','Rancang Bangun Pembangkit Dengan Penggerak Mesin Kalor Tipe Alpha Menggunakan Bahan Bakar Biogas'),
('F1B009038','Sistem Pakar untuk Mendiagnosa Penyakit Anjing pada Kawasan Lombok Barat'),
('F1B008044','Sistem Pendeteksi dan Pencegah Serangan pada Server (Studi Kasus pada Server Fakultas Teknik Universitas Mataram)'),
('F1B008081','Perancangan Alat Penghitung Denyut Jantung dengan menggunakan Perangkat Android sebagai Interface'),
('F1B009007','Desain dan Pembuatan Aplikasi Sistem Pakar Berbasis Web Dalam Menggolongkan Jenis Gangguan Kepribadian'),
('F1B008021','Aplikasi Decesion Tree ke dalam STC (Sistem Tutor Cerdas) untuk Menentukan Kemampuan Siswa dalam Proses Pembelajaran Bahasa Pemrograman Java'),
('F1B008013','Optimasi Antena Log Periodec Dipole Array (LPDA) Menggunakan HFSS V-10 untuk Aplikasi Televisi Universitas Mataram (Unram TV)'),
('F1B008033','Sistem Identifikasi Suara Pembicara Menggunakan Metode Linear Predective Coding (LPC) dan Hidden Markov Model (HMM)'),
('F1B008067','Desain dan Realisasi Antenna Array Mikrostrip Collinear 4 Elemen untuk Aplikasi Wireless LAN Outdoor 2,44 GHz'),
('F1B008038','Rancang Bangun Turbin Angin Sumbu Vertikal (Savonius) Sebagai Pembangkit Listrik Tenaga Bayu Skala Kecil'),
('F1B009061','Pemanfaatan Tegangan Getar Handphone sebagai Sistem Pengaman Serta Kontaktor pada Sepeda Motor'),
('F1B008062','Rancang Bangun Robot Berkaki Empat (Quaddrupeds Robot) Berbasis Mikrokobtroller AVR Seri ATMEGA 32'),
('F1B008083','Pengembangan Agent Pengklasifikasi Situs Olah Raga dengan Menggunakan Metode Decission Tree'),
('F1B008062','Rancang Bangun Robot Berkaki Empat (Quaddrupeds Robot) Berbasis Mikrokobtroller AVR Seri ATMEGA 32'),
('F1B008085','Monitoring dan Filtering Situs Pornografi pada Proxy Server Squid Menggunakan Decisien Tree C4.5 Berbasis JADE (Java Agent Development Framework)'),
('F1B009001','Segmentasi Plat Kendaraan Bermotor Secara Otomatis. Studi Kasus pada Parkir Fakultas Teknik Universitas Mataram'),
('F1B009017','Pengenalan Plat Kendaraan Bermotor Menggunakan LDA'),
('F1B009005','Pengenalan Plat Kendaraan Bermotor Menggunakan PCA'),
('F1B009018','Optimalisasi Jaringan LMDS Berbasis Multi Antena dan Adaptif Modulation pada Kondisi Hujan di Daerah Mataram Menggunakan Metode Waterfilling'),
('F1B009042','Analisa Kualitas Jaringan GSM (Global System for Mobile) terhadap Efek Redaman Hujan di Wilayah Mataram'),
('F1B009056','Rancang Bangun Alat Pemotong Kerupuk Otomatis Berbasis Mikrokontroller ATMEGA8535'),
('F1B007050','Implementasi Bayesian Network sebagai Metode Pengambil Keputusan dalam Permaianan Congklak Sasak (CIWA) '),
('F1B009006','Analisa dan Perancangan Sistem Transaksi Pembayaran Menggunakan Teknologi Near Field Communication (NFC)'),
('F1B009031','Perancang Soft Starting pada Motor Induksi Tiga Phasa Menggunakan Mikrokontroller ATMega328'),
('F1B009073','Sistem Informasi Kuesioner Penggunaan Layanan Internet dan Analisisnya'),
('F1B009080','To Embed Digital Signature Based On Digital Signature Standard (DSS) Schame with MD6 Hash Function On Digital Video'),
('F1B007056','Pembangkit Fraktal Menggunakan Metode Rekursi dengan Ide Visual Studio 2008')
